City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,malvan,16.0667,73.4667,27.52,85,85,11.27,IN,1722212516
365,flin flon,54.7682,-101.865,22.35,54,97,1.61,CA,1722212517
366,seven pagodas,12.6264,80.1722,29.41,63,100,4.45,IN,1722212518
367,chandler,33.3062,-111.8412,43.14,18,75,4.12,US,1722212519
368,malpica,43.3228,-8.8105,21.1,98,64,4.14,ES,1722212520
369,tamanrasset,22.785,5.5228,30.95,23,40,4.12,DZ,1722212522
370,qamdo,31.1667,97.2333,8.04,83,98,2.71,CN,1722212523
371,lira,2.235,32.9097,17.88,92,28,1.9,UG,1722212524
372,sanctuary point,-35.1114,150.629,12.96,49,72,9.08,AU,1722212525
373,marsabit,2.3284,37.9899,19.36,52,84,7.03,KE,1722212526
374,ribe,55.3305,8.7697,15.02,81,10,4.03,DK,1722212527
375,misrikh,27.45,80.5167,29.3,77,100,3.25,IN,1722212410
376,lemvig,56.5486,8.3102,14.0,76,18,7.52,DK,1722212530
377,coronado,32.6859,-117.1831,29.87,63,20,6.69,US,1722212531
378,sola,-13.8833,167.55,28.37,70,75,3.09,VU,1722212532
379,nyurba,63.2842,118.3319,17.79,86,96,1.17,RU,1722212533
380,cedeira,43.6797,-8.0209,19.44,51,61,6.32,ES,1722212534
381,indramayu,-6.3264,108.32,24.69,73,29,3.43,ID,1722212535
382,olinda,-8.0089,-34.8553,25.85,83,40,5.66,BR,1722212536
383,harlingen,26.1906,-97.6961,31.7,84,75,7.72,US,1722212537
384,boguchar,49.9358,40.545,20.9,49,76,1.79,RU,1722212538
385,acapetahua,15.2833,-92.7,25.71,92,100,1.93,MX,1722212541
386,limulunga,-15.0969,23.1376,13.8,21,1,1.85,ZM,1722212542
387,haiku-pauwela,20.9219,-156.3051,27.32,66,40,10.8,US,1722212543
388,patterson,37.4716,-121.1297,32.28,18,0,2.6,US,1722212544
389,tralee,52.2704,-9.7026,12.88,90,79,1.56,IE,1722212545
390,buellton,34.6136,-120.1927,25.45,52,0,5.14,US,1722212546
391,colonia,50.9333,6.95,16.21,85,0,1.54,DE,1722212547
392,freetown,8.484,-13.2299,24.61,92,100,5.67,SL,1722212548
393,siwa oasis,29.2041,25.5195,29.13,47,4,4.04,EG,1722212551
394,bubaque,11.2833,-15.8333,26.96,84,100,4.63,GW,1722212554
395,grand falls-windsor,48.9332,-55.6649,19.83,70,60,4.48,CA,1722212555
396,motueka,-41.1333,173.0167,13.94,95,100,2.98,NZ,1722212556
397,nadi,-17.8,177.4167,27.0,44,20,5.66,FJ,1722212557
398,mbuji-mayi,-6.15,23.6,22.34,21,0,0.73,CD,1722212558
399,mabaruma,8.2,-59.7833,24.11,93,35,0.92,GY,1722212559
400,princeville,45.7668,-61.2985,21.84,72,0,3.09,CA,1722212561
401,leh,34.1667,77.5833,16.87,35,67,3.88,IN,1722212562
402,tolanaro,-25.0319,46.9987,17.04,94,0,1.03,MG,1722212564
403,severnoye,56.3491,78.3619,14.95,93,69,2.47,RU,1722212565
404,xiongzhou,25.1167,114.3,24.92,97,100,1.0,CN,1722212566
405,mount pearl,47.5166,-52.7813,18.94,85,75,9.77,CA,1722212567
406,irymple,-34.25,142.1667,8.94,88,1,1.69,AU,1722212568
407,kovdor,67.5662,30.4758,13.99,65,56,1.31,RU,1722212569
408,bac lieu,9.285,105.7244,27.06,82,100,2.63,VN,1722212573
409,queenstown,-31.8976,26.8753,1.94,60,1,4.37,ZA,1722212574
410,mersing,2.4312,103.8405,25.95,89,20,4.12,MY,1722212575
411,tulle,45.3333,1.8333,23.08,81,13,1.73,FR,1722212576
412,labytnangi,66.6572,66.4183,15.15,89,100,8.28,RU,1722212578
413,iwon-up,40.3231,128.6553,28.56,75,77,1.94,KP,1722212579
414,miranda de ebro,42.6865,-2.947,27.53,43,1,1.05,ES,1722212580
415,fisterra,42.9049,-9.2629,22.79,90,1,5.47,ES,1722212581
416,sbikha,35.9333,10.0208,26.98,51,0,0.97,TN,1722212582
417,maxixe,-23.8597,35.3472,18.58,91,0,3.05,MZ,1722212583
418,okhotsk,59.3833,143.3,15.8,62,2,2.88,RU,1722212584
419,tanjung selor,2.8372,117.3642,25.08,96,62,0.98,ID,1722212585
420,jiujiang,29.7333,115.9833,29.04,75,0,2.34,CN,1722212586
421,skagen,57.7209,10.5839,16.31,77,3,8.13,DK,1722212587
422,san juan de miraflores,-12.1629,-76.9635,16.21,82,23,2.92,PE,1722212589
423,barra de santo antonio,-9.4047,-35.5072,23.6,85,33,4.41,BR,1722212590
424,kosh-agach,50.0,88.6667,17.32,48,80,1.15,RU,1722212591
425,al bahah,20.0129,41.4677,22.68,67,100,1.47,SA,1722212592
426,morondava,-20.2833,44.2833,18.61,78,0,2.78,MG,1722212593
427,mount gambier,-37.8333,140.7667,9.56,70,100,2.33,AU,1722212594
428,zouerate,22.7187,-12.4521,30.61,24,0,6.2,MR,1722212595
429,lebu,-37.6167,-73.65,6.52,75,14,7.29,CL,1722212596
430,porto novo,6.4965,2.6036,24.9,87,94,3.81,BJ,1722212313
431,tevriz,57.509,72.4042,11.53,98,60,1.63,RU,1722212475
432,mamontovo,52.7055,81.6244,18.03,90,15,2.31,RU,1722212602
433,mandal,25.45,74.5667,27.78,80,88,2.54,IN,1722212605
434,berezovo,63.9381,65.0419,14.79,82,88,2.62,RU,1722212606
435,amberieu-en-bugey,45.9589,5.3432,21.99,97,2,0.78,FR,1722212607
436,namtsy,62.7161,129.6658,21.1,60,100,2.73,RU,1722212608
437,happy valley-goose bay,53.3168,-60.3315,25.17,41,40,3.09,CA,1722212611
438,gualeguay,-33.1416,-59.3097,8.1,56,49,3.47,AR,1722212612
439,east ballina,-28.8667,153.5833,14.89,46,0,4.46,AU,1722212614
440,polyarnyy,69.1989,33.4478,11.33,83,99,1.61,RU,1722212616
441,thinadhoo,0.5333,72.9333,27.32,80,100,5.96,MV,1722212617
442,pinotepa nacional,16.3167,-98.0167,29.18,64,18,2.43,MX,1722212619
443,rio grande,-32.035,-52.0986,13.06,79,100,7.86,BR,1722212620
444,sarkisla,39.3519,36.4098,12.78,85,0,1.5,TR,1722212621
445,veraval,20.9,70.3667,27.93,85,100,6.74,IN,1722212622
446,kulhudhuffushi,6.6221,73.07,28.18,82,100,8.51,MV,1722212623
447,grand baie,-20.0182,57.5802,19.14,83,0,0.45,MU,1722212624
448,usinsk,65.9939,57.5281,14.7,91,100,6.17,RU,1722212625
449,miquelon,47.0975,-56.3814,17.0,91,63,8.39,PM,1722212629
450,henderson,36.0397,-114.9819,40.69,9,0,8.23,US,1722212630
451,kuta,-8.7233,115.1723,24.97,100,69,1.54,ID,1722212631
452,avarua,-21.2078,-159.775,23.03,73,40,6.69,CK,1722212633
453,nantucket,41.2835,-70.0995,20.0,73,100,9.32,US,1722212634
454,kavieng,-2.5744,150.7967,27.46,80,88,3.68,PG,1722212635
455,cambourne,52.22,-0.0701,15.21,85,42,3.28,GB,1722212636
456,mao,39.8885,4.2658,26.31,83,0,5.66,ES,1722212641
457,homa bay,-0.5273,34.4571,19.95,73,64,1.73,KE,1722212642
458,taulaga,-11.0553,-171.0883,26.47,73,89,9.2,AS,1722212643
459,bonham,33.5773,-96.1783,33.41,58,75,6.17,US,1722212644
460,lubang,13.8584,120.124,27.98,75,100,5.03,PH,1722212645
461,dul'durga,50.6761,113.5931,22.41,70,47,1.81,RU,1722212646
462,bardai,11.65,7.2333,20.34,96,100,2.49,NG,1722212649
463,inirida,3.8653,-67.9239,24.04,85,45,0.98,CO,1722212651
464,umea,63.8284,20.2597,15.51,94,40,4.63,SE,1722212652
465,tres coroas,-29.5169,-50.7778,18.04,98,100,0.75,BR,1722212653
466,pacific grove,36.6177,-121.9166,20.3,81,100,4.12,US,1722212654
467,tari,-11.1105,14.3559,14.21,87,55,0.5,AO,1722212655
468,upper grand lagoon,30.1633,-85.7408,30.6,78,20,0.45,US,1722212656
469,shemonaikha,50.6328,81.9056,18.65,83,0,0.41,KZ,1722212658
470,murun-kuren,49.6342,100.1625,17.12,78,100,1.11,MN,1722212661
471,essaouira,31.5125,-9.77,21.72,88,20,2.06,MA,1722212662
472,pimentel,-6.8367,-79.9342,18.16,77,0,7.2,PE,1722212663
473,korba,22.35,82.6833,24.81,96,100,1.87,IN,1722212664
474,whangarei,-35.7317,174.3239,14.93,80,100,3.63,NZ,1722212665
475,jalai nur,49.45,117.7,23.3,60,64,1.51,CN,1722212666
476,nuevo casas grandes,30.4167,-107.9167,27.82,39,78,5.77,MX,1722212667
477,bria,6.5423,21.9863,20.8,95,98,1.41,CF,1722212668
478,itaituba,-4.2761,-55.9836,30.44,40,42,0.87,BR,1722212669
479,jhelum,32.9331,73.7264,31.82,66,71,2.93,PK,1722212670
480,mili,6.0815,171.735,27.67,73,100,1.57,MH,1722212672
481,pokachi,61.7198,75.3683,16.48,78,96,2.23,RU,1722212673
482,sumberpucung,-8.1586,112.4829,21.33,90,36,0.82,ID,1722212674
483,popondetta,-8.7537,148.2534,28.69,65,90,1.09,PG,1722212675
484,yakeshi,49.2833,120.7333,21.4,66,92,1.95,CN,1722212676
485,severo-yeniseyskiy,60.3725,93.0408,19.95,61,4,1.01,RU,1722212475
486,kani keli,-12.9536,45.1033,20.59,67,6,4.2,YT,1722212680
487,leninsk-kuznetsky,54.6567,86.1737,17.16,93,95,1.49,RU,1722212681
488,sayyan,15.1718,44.3244,19.3,53,93,1.62,YE,1722212682
489,banfora,10.6333,-4.7667,24.04,92,100,1.8,BF,1722212683
490,sarmiento,-45.5882,-69.07,3.05,62,0,2.51,AR,1722212684
491,paita,-5.0892,-81.1144,17.67,86,25,5.69,PE,1722212685
492,lodja,-3.4833,23.4333,25.9,28,84,0.45,CD,1722212686
493,male,4.1748,73.5089,28.97,84,75,8.75,MV,1722212555
494,christchurch,-43.5333,172.6333,13.51,73,75,4.12,NZ,1722212303
495,egilsstadir,65.2653,-14.3948,12.95,71,40,6.69,IS,1722212694
496,kapuskasing,49.4169,-82.4331,27.05,69,75,3.09,CA,1722212461
497,chiredzi,-21.05,31.6667,14.71,12,0,2.75,ZW,1722212698
498,luwuk,-0.9516,122.7875,24.85,79,26,1.71,ID,1722212701
499,keelakarai,9.2333,78.7833,28.6,62,100,8.54,IN,1722212702
500,kyzyl-suu,42.3414,78.0056,19.45,55,1,2.16,KG,1722212703
501,castlegar,49.2998,-117.6689,30.55,23,74,1.67,CA,1722212704
502,mutuali,-14.8706,37.0044,16.3,36,0,0.86,MZ,1722212705
503,alpinopolis,-20.8636,-46.3881,20.03,44,46,0.87,BR,1722212706
504,el jadid,33.2549,-8.506,21.35,86,2,3.76,MA,1722212647
505,gurupi,-11.7292,-49.0686,26.68,36,0,2.74,BR,1722212136
506,saldanha,-33.0117,17.9442,8.03,65,95,2.48,ZA,1722212711
507,tiptur,13.2586,76.4783,21.21,90,99,6.53,IN,1722212712
508,agat village,13.3886,144.6585,31.52,78,40,2.57,GU,1722212713
509,labrador city,52.9463,-66.9114,21.21,84,100,5.36,CA,1722212714
510,howard springs,-12.497,131.047,25.95,72,21,6.15,AU,1722212715
511,cedral,23.8,-100.7333,23.53,59,65,5.9,MX,1722212716
512,riviere-du-loup,47.8304,-69.5342,26.15,61,13,3.09,CA,1722212541
513,belozersk,60.0326,37.7957,14.0,61,17,2.28,RU,1722212719
514,cidade velha,14.9167,-23.6167,25.26,78,20,4.63,CV,1722212720
515,prozor,43.8222,17.6092,15.35,91,30,2.36,BA,1722212721
516,zakynthos,37.7914,20.8953,23.68,68,0,3.01,GR,1722212722
517,cannonvale,-20.2833,148.7,18.1,44,81,8.55,AU,1722212723
518,nadym,65.5333,72.5167,16.62,87,100,5.0,RU,1722212724
519,belem do brejo do cruz,-6.1886,-37.5358,25.53,62,4,8.9,BR,1722212725
520,zaragoza,41.6561,-0.8773,28.9,34,0,3.09,ES,1722212726
521,lorengau,-2.0226,147.2712,28.29,77,57,5.82,PG,1722212729
522,valparaiso,-33.0393,-71.6273,13.41,87,0,2.57,CL,1722212592
523,martapura,-3.4167,114.85,26.05,89,20,1.54,ID,1722212732
524,port augusta,-32.5,137.7667,10.51,52,15,2.14,AU,1722212733
525,srikakulam,18.3,83.9,27.1,84,99,3.02,IN,1722212734
526,wad az zaki,14.4619,32.2065,28.48,60,62,6.44,SD,1722212735
527,yuzhno-kurilsk,44.0306,145.8556,16.0,99,100,5.91,RU,1722212736
528,andrews,32.3187,-102.5457,35.22,31,0,5.66,US,1722212480
529,carnarvon,-24.8667,113.6333,17.26,72,0,4.09,AU,1722212740
530,levanger,63.7464,11.2996,13.03,90,100,3.32,NO,1722212741
531,masterton,-40.9597,175.6575,13.94,63,100,4.61,NZ,1722212742
532,ballina,-28.8667,153.5667,14.88,46,0,4.46,AU,1722212743
533,tateyama,34.9833,139.8667,33.96,74,98,2.02,JP,1722212744
534,monteagudo,-19.8167,-63.9833,20.03,65,100,1.21,BO,1722212745
535,corn island,12.1694,-83.0418,28.33,85,99,9.51,NI,1722212746
536,ghadamis,30.1337,9.5007,29.76,31,0,4.85,LY,1722212748
537,boguchany,58.3814,97.4531,20.85,73,1,1.96,RU,1722212750
538,san pedro pochutla,15.7333,-96.4667,26.51,88,86,0.92,MX,1722212751
539,bandiagara,14.3501,-3.6104,23.52,81,79,6.67,ML,1722212752
540,salekhard,66.53,66.6019,14.69,91,100,7.98,RU,1722212753
541,nortelandia,-14.4547,-56.8028,25.38,33,0,1.9,BR,1722212754
542,pangody,65.85,74.4859,17.52,73,91,7.37,RU,1722212755
543,kristiansund,63.1115,7.732,14.03,92,100,2.57,NO,1722212756
544,novyy urgal,51.0736,132.5642,21.67,72,39,0.95,RU,1722212758
545,brokopondo,4.75,-55.1667,27.64,73,49,2.11,SR,1722212760
546,coxen hole,16.3244,-86.5366,28.6,70,75,8.23,HN,1722212478
547,serra talhada,-7.9919,-38.2983,22.26,73,3,6.11,BR,1722212621
548,sipalay,9.75,122.5,27.17,80,96,1.44,PH,1722212763
549,ponta delgada,37.7333,-25.6667,24.4,83,75,0.51,PT,1722212764
